"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"5066","0128-MKWSG","Female",0,"No","Yes",26,"No","No phone service","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Mailed check",45.8,1147,"No"
"5067","1981-INRFU","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.75,164.5,"Yes"
"5068","5208-FVQKB","Male",0,"Yes","No",70,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","No","Mailed check",67.95,4664.15,"No"
"5069","3450-WXOAT","Male",0,"No","No",46,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",45.2,2065.15,"No"
"5070","0320-JDNQG","Male",0,"Yes","Yes",23,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.85,2331.3,"Yes"
"5071","9558-IHEZX","Female",0,"No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",106.75,7283.25,"No"
"5072","9372-TXXPS","Female",0,"Yes","No",60,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",59.85,3483.45,"No"
"5073","9675-ICXCT","Male",0,"Yes","Yes",72,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",80.8,5728.55,"No"
"5074","3312-ZWLGF","Male",1,"Yes","No",29,"Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",79.3,2414.55,"No"
"5075","1902-XBTFB","Male",0,"No","Yes",22,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.4,2001.5,"Yes"
"5076","2143-LJULT","Female",0,"Yes","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.25,1733.15,"No"
"5077","6901-GOGZG","Male",0,"No","Yes",60,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",84.95,4984.85,"No"
"5078","6616-AALSR","Female",0,"Yes","Yes",65,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",104.3,6725.3,"No"
"5079","8818-DOPVL","Female",1,"No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.45,4863.85,"No"
"5080","6917-YACBP","Female",1,"No","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",89.75,5496.9,"No"
"5081","8990-YOZLV","Female",0,"No","No",69,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",66.9,4577.9,"No"
"5082","6400-BWQKW","Female",0,"No","No",6,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",79.05,434.5,"Yes"
"5083","2843-CQMEG","Male",0,"No","No",24,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",49.7,1218.25,"No"
"5084","0840-DCNZE","Male",0,"No","No",47,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",86.95,4138.9,"No"
"5085","5995-WWKKG","Female",0,"No","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",19.8,695.05,"No"
"5086","0229-LFJAF","Male",0,"No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",69.65,4908.25,"No"
"5087","5671-RQRLP","Female",1,"Yes","No",70,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",75.65,5411.4,"No"
"5088","9578-VRMNM","Female",0,"No","No",16,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",65.2,1043.35,"Yes"
"5089","3092-IGHWF","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Electronic check",87.4,5918.8,"Yes"
"5090","0082-LDZUE","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.3,44.3,"No"
"5091","2225-ZRGSG","Female",0,"Yes","Yes",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",93.9,6579.05,"Yes"
"5092","0679-TDGAK","Male",0,"Yes","Yes",50,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Electronic check",75.5,4025.6,"No"
"5093","9777-WJJPR","Male",0,"Yes","No",31,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Credit card (automatic)",88.65,2683.2,"No"
"5094","5701-YVSVF","Female",1,"Yes","No",11,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",82.9,880.05,"No"
"5095","1078-TDCRN","Female",1,"Yes","No",3,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",30.75,82.85,"No"
"5096","9257-AZMTZ","Female",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.1,1078.75,"No"
"5097","8710-YGLWG","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.9,44.9,"No"
"5098","7693-QPEFS","Male",1,"No","No",52,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",72.95,3829.75,"No"
"5099","3807-BPOMJ","Female",0,"Yes","No",55,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","One year","Yes","Electronic check",94.75,5276.1,"No"
"5100","1729-VLAZJ","Female",0,"No","Yes",10,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","No","Mailed check",40.25,411.45,"No"
"5101","9281-CEDRU","Female",0,"Yes","No",68,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Two year","No","Bank transfer (automatic)",64.1,4326.25,"No"
"5102","4918-FYJNT","Female",1,"Yes","No",55,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",90.45,5044.8,"No"
"5103","4320-QMLLA","Male",0,"No","No",7,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check",54.85,370.4,"No"
"5104","3279-DYZQM","Male",0,"Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.45,1378.45,"No"
"5105","6519-CFDBX","Female",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.4,80.95,"No"
"5106","4415-WNGVR","Female",1,"Yes","No",12,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",79.2,943.85,"No"
"5107","3992-YWPKO","Female",0,"No","No",6,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",109.9,669.45,"Yes"
"5108","7000-WCEVQ","Female",1,"No","No",20,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",61.6,1174.35,"Yes"
"5109","4822-NGOCH","Female",0,"No","No",13,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.45,1058.6,"Yes"
"5110","4083-EUGRJ","Male",0,"No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.25,178.5,"Yes"
"5111","3062-ICYZQ","Female",0,"Yes","Yes",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",93.8,4539.35,"No"
"5112","0536-ACXIP","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",109.55,8165.1,"No"
"5113","6519-ZHPXP","Female",0,"Yes","Yes",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",108.3,7679.65,"No"
"5114","8356-WUAOJ","Female",0,"Yes","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45,45,"No"
"5115","6727-IOTLZ","Male",0,"Yes","No",14,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",81.95,1181.75,"No"
"5116","0701-RFGFI","Female",0,"Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.4,4613.95,"No"
"5117","1792-UXAFY","Female",1,"No","No",17,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.15,1496.9,"Yes"
"5118","8902-ZEOVF","Male",0,"Yes","Yes",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.05,951.55,"No"
"5119","1580-BMCMR","Male",1,"No","No",19,"Yes","No","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",87.3,1637.3,"No"
"5120","7622-FWGEW","Male",1,"Yes","No",56,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",85.65,4824.45,"No"
"5121","4390-KYULV","Male",0,"Yes","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.55,51.15,"Yes"
"5122","3644-QXEHN","Male",0,"Yes","Yes",13,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",97,1334.45,"No"
"5123","2530-FMFXO","Male",0,"Yes","Yes",56,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",103.2,5873.75,"No"
"5124","1178-PZGAB","Female",0,"No","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.25,383.65,"No"
"5125","7817-BOQPW","Female",0,"No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.55,166.3,"Yes"
"5126","2023-VQFDL","Male",0,"No","No",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19,348.8,"No"
"5127","8467-WYNSR","Male",0,"No","No",22,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Mailed check",55.1,1253.15,"No"
"5128","1810-MVMAI","Male",0,"Yes","Yes",30,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",67.6,2000.2,"No"
"5129","2037-XJFUP","Male",0,"Yes","No",33,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",95.8,3036.75,"Yes"
"5130","9178-JHUVJ","Male",0,"Yes","Yes",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.1,587.4,"No"
"5131","9101-BWFSS","Female",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","No","Electronic check",108.55,5610.7,"Yes"
"5132","8734-DKSTZ","Female",0,"Yes","Yes",10,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.95,858.6,"No"
"5133","7351-MHQVU","Female",0,"No","No",6,"No","No phone service","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",50.95,307.6,"No"
"5134","3627-FHKBK","Female",0,"No","No",1,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",75.3,75.3,"Yes"
"5135","8190-ZTQFB","Male",0,"No","No",41,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",51.35,2075.1,"No"
"5136","4658-HCOHW","Female",0,"Yes","Yes",21,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",102.8,2110.15,"Yes"
"5137","8645-KWHJO","Male",0,"No","No",14,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",55,771.95,"No"
"5138","8263-JQAIK","Male",1,"No","No",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.45,47.5,"Yes"
"5139","3445-HXXGF","Male",1,"Yes","No",58,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",45.3,2651.2,"Yes"
"5140","2925-MXLSX","Female",0,"No","No",30,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",68.95,2038.7,"No"
"5141","8443-WVPSS","Male",0,"Yes","No",10,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.85,990.9,"Yes"
"5142","0742-LAFQK","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Electronic check",99.15,7422.1,"No"
"5143","0305-SQECB","Female",0,"No","Yes",11,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",36.05,402.6,"No"
"5144","2075-PUEPR","Male",0,"Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.35,1153.25,"No"
"5145","8708-XPXHZ","Female",0,"Yes","Yes",42,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,4186.3,"Yes"
"5146","0052-YNYOT","Female",0,"No","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",20.55,1343.4,"No"
"5147","9281-OFDMF","Male",1,"No","No",39,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",90.7,3413.25,"No"
"5148","1304-NECVQ","Female",1,"No","No",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",78.55,149.55,"Yes"
"5149","7240-ETPTR","Female",0,"Yes","No",9,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",48.75,442.2,"Yes"
"5150","7018-WBJNK","Male",0,"No","Yes",13,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",78.3,1033.95,"No"
"5151","6061-PQHMK","Female",0,"No","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.9,527.5,"No"
"5152","0959-WHOKV","Male",0,"No","No",42,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",99,4298.45,"No"
"5153","1209-VFFOC","Male",0,"Yes","Yes",68,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",56.4,3948.45,"No"
"5154","0980-FEXWF","Male",0,"Yes","Yes",26,"Yes","No","DSL","No","No","Yes","No","No","No","One year","No","Mailed check",50.35,1285.8,"No"
"5155","2929-ERCFZ","Female",0,"Yes","Yes",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,777.3,"Yes"
"5156","6584-VQMYT","Male",0,"No","Yes",27,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Mailed check",56.2,1567.55,"No"
"5157","7244-QWYHG","Male",0,"Yes","No",50,"No","No phone service","DSL","Yes","No","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",44.45,2188.45,"No"
"5158","7341-LXCAF","Male",0,"Yes","No",4,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.65,301.4,"Yes"
"5159","4039-HEUNW","Male",1,"Yes","No",36,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.5,3436.1,"Yes"
"5160","0562-FGDCR","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Mailed check",74.55,5430.65,"No"
"5161","4957-TREIR","Male",0,"No","No",3,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",64.4,195.65,"No"
"5162","0529-ONKER","Male",1,"No","No",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.65,1146.65,"Yes"
"5163","7613-LLQFO","Male",0,"No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.45,1059.55,"Yes"
"5164","7665-TOALD","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.6,69.6,"Yes"
"5165","5811-IWXYM","Female",0,"Yes","Yes",52,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",101.25,5301.1,"No"
"5166","6980-CDGFC","Female",0,"Yes","No",67,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.85,1327.4,"No"
"5167","1245-HARPS","Female",0,"Yes","No",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.4,292.4,"No"
"5168","8984-HPEMB","Female",0,"No","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",118.65,8477.6,"No"
"5169","6145-NNPNO","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",44.15,44.15,"No"
"5170","4815-YOSUK","Male",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",104.9,7537.5,"No"
"5171","8124-NZVGJ","Female",0,"No","No",6,"No","No phone service","DSL","No","No","No","Yes","Yes","Yes","One year","Yes","Mailed check",49.25,255.6,"No"
"5172","6348-SNFUS","Male",0,"Yes","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",55.45,4179.2,"No"
"5173","3165-HDOEW","Male",0,"Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.85,45.85,"Yes"
"5174","6891-JPYFF","Female",0,"Yes","Yes",48,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",105.25,4997.5,"No"
"5175","6429-SHBCB","Male",0,"No","No",19,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",69.6,1394.55,"No"
"5176","2521-NPUZR","Male",0,"Yes","No",70,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",101,7085.5,"No"
"5177","0495-RVCBF","Female",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.7,79.7,"Yes"
"5178","1346-UFHAX","Female",0,"No","No",13,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",80,1029.35,"No"
"5179","5982-PSMKW","Female",0,"Yes","Yes",23,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",91.1,2198.3,"No"
"5180","9518-XXBXE","Male",1,"Yes","No",10,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75.3,720.45,"No"
"5181","9494-MRNYX","Male",0,"No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.05,786.3,"No"
"5182","4458-KVRBJ","Male",0,"No","No",59,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25,1510.5,"No"
"5183","0708-LGSMF","Male",0,"Yes","No",13,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",65.85,902.25,"No"
"5184","2729-VNVAP","Female",0,"Yes","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.8,641.35,"No"
"5185","0402-OAMEN","Female",0,"Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.45,1709.1,"No"
"5186","5373-SFODM","Male",1,"Yes","No",36,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.25,3132.75,"Yes"
"5187","4710-FDUIZ","Male",0,"Yes","No",56,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",100.3,5614.45,"Yes"
"5188","0314-TKOSI","Female",0,"No","No",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check",55.15,322.9,"No"
"5189","4094-NSEDU","Female",1,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.25,1973.75,"Yes"
"5190","3138-BKYAV","Male",0,"No","No",6,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.35,489.45,"Yes"
"5191","4273-MBHYA","Female",0,"No","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.35,89.35,"No"
"5192","9199-PWQVC","Female",0,"Yes","No",63,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",79.7,4786.15,"No"
"5193","2026-TGDHM","Female",0,"No","No",7,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.3,523.15,"Yes"
"5194","1200-TUZHR","Female",1,"No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",85.2,695.75,"No"
"5195","8917-SZTTJ","Male",0,"Yes","Yes",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.65,1161.75,"No"
"5196","9058-MJLZC","Female",0,"No","No",24,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.6,2283.15,"No"
"5197","4121-AGSIN","Female",0,"Yes","Yes",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",24.5,1497.9,"No"
"5198","5692-ICXLW","Male",1,"No","No",31,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.7,2845.15,"No"
"5199","6646-VRFOL","Male",1,"Yes","No",53,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",103.85,5485.5,"Yes"
"5200","8800-ZKRFW","Female",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",107.5,3242.5,"No"
"5201","4706-AXVKM","Female",1,"No","No",11,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",84.8,906.85,"Yes"
"5202","7861-UVUFT","Female",0,"Yes","No",15,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",84.3,1308.4,"Yes"
"5203","5995-LFTLE","Male",0,"No","No",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.3,1474.35,"No"
"5204","6834-NXDCA","Female",0,"No","No",13,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",23.9,300.8,"Yes"
"5205","9391-LMANN","Male",0,"No","Yes",53,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Electronic check",95.95,5036.9,"No"
"5206","6369-MCAKO","Female",0,"Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",89.05,6185.8,"No"
"5207","8106-GWQOK","Male",0,"Yes","No",38,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",60,2193.2,"No"
"5208","0867-MKZVY","Female",0,"Yes","No",20,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",82.4,1592.35,"Yes"
"5209","2207-QPJED","Female",1,"Yes","No",37,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check",90,3371.75,"No"
"5210","8963-MQVYN","Female",0,"No","Yes",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.55,469.85,"No"
"5211","4897-QSUYC","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.15,20.15,"Yes"
"5212","9351-HXDMR","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.9,8240.85,"No"
"5213","2165-VOEGB","Female",0,"No","Yes",46,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.2,4822.85,"Yes"
"5214","3547-LQRIK","Female",0,"Yes","No",47,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",26.9,1250.85,"No"
"5215","0463-ZSDNT","Male",0,"No","No",10,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",56.75,503.25,"No"
"5216","2758-RNWXS","Male",0,"No","No",35,"Yes","No","Fiber optic","Yes","No","No","Yes","No","Yes","One year","Yes","Electronic check",89.2,3251.3,"No"
"5217","5155-AZQPB","Female",0,"Yes","Yes",28,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",49.9,1410.25,"No"
"5218","2520-SGTTA","Female",0,"Yes","Yes",0,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20,NA,"No"
"5219","8149-AIQCG","Male",0,"No","No",39,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",73.15,2730.85,"No"
"5220","0123-CRBRT","Female",0,"Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",88.1,5526.75,"No"
"5221","9448-REEVD","Male",0,"Yes","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",44.7,44.7,"Yes"
